订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
QB23700302,053432,289933,QB202100,202307,20230614160757248,Y,N,Z,QZA,X0,Y,N,N,784589,N,Q03,N,20.0,23.0,N,Y,N,N,50.0,4049.9991,200.0,825819.96,44.17518248,0.339557171,66.61853448,0.225162563,0.0,825819.96,137.0,1856,6052.0,123644.0,14.622222222222222
QB23700303,042274,038489,QB202000,202307,20230614160935131,N,N,B,QZA,X0,N,N,N,105289,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7989.1,18.0,145227.6,76.71683673,1.472949157,66.61853448,1.696224645,0.0,145227.6,784.0,1856,60146.0,123644.0,42.91527777777778
QB23700304,042274,038489,QB202000,202307,20230614161153571,N,N,B,QZA,X0,N,N,N,105289,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,8023.0,18.0,145837.8,76.71683673,1.472949157,66.61853448,1.696224645,0.0,145837.8,784.0,1856,60146.0,123644.0,42.91527777777778
QB23700322,050976,008906,QB202000,202307,20230614165525623,N,N,Z,QZA,MC,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,30.0,9426.46,30.0,282793.8,19.55681818,0.409064497,75.38231353,0.10612569,0.0,282793.8,176.0,2239,3442.0,168781.0,8.098611111111111
QB23700323,053432,289933,QB202100,202307,20230614170055185,Y,N,M,QZA,X0,Y,N,Y,784589,N,Q03,N,20.0,23.0,N,Y,N,N,25.0,4318.9391,25.0,109950.98,44.17518248,2.173165896,66.61853448,1.441040406,0.0,109950.98,137.0,1856,6052.0,123644.0,25.82986111111111
QB23700324,A02146,086141,QB202000,202307,20230614170121573,N,N,C,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,16.0,8237.7,35.0,309382.7,53.02941176,0.264004437,64.70043,0.216381869,0.0,309382.7,68.0,2093,3606.0,135418.0,13.822222222222223
QB23700326,008036,008036,QB202200,202307,20230614170544546,N,A,Z,QPA,I0,Y,N,N,784670,K,N,N,20.0,23.0,N,N,N,N,1000.0,3920.0,2000.0,8020803.9,7.4,11.89189189,44.75777778,1.966138722,0.0,8020803.9,5.0,450,37.0,20141.0,17.840972222222224
QB23700330,314898,314898,QB202100,202307,20230614172636174,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,80.0,4721.027,660.0,3069999.82,27.93333333,3.579952267,54.24759615,1.843399654,0.0,3069999.82,15.0,832,419.0,45134.0,30.157638888888886
QB23700332,068301,086141,QB202000,202307,20230614172710148,N,A,Z,QZA,LC,N,N,N,105209,N,N,N,20.0,21.0,N,N,N,N,15.0,9550.76,15.0,146651.4,43.35051546,0.115338882,64.70043,0.077279239,0.0,146651.4,97.0,2093,4205.0,135418.0,4.897222222222222
QB23700333,042274,038489,QB202000,202307,20230614172719431,N,N,Z,QZA,LC,N,N,N,105289,K,Q01,N,20.0,23.0,Y,N,N,N,30.0,7130.3,30.0,216282.0,76.71683673,0.013034948,64.70043,0.015455848,0.0,216282.0,784.0,2093,60146.0,135418.0,0.8118055555555556
QB23700334,314898,314898,QB202100,202307,20230614172846812,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,80.0,4867.927,460.0,2216872.42,27.93333333,3.579952267,54.24759615,1.843399654,0.0,2216872.42,15.0,832,419.0,45134.0,30.157638888888886
QB23700335,042274,197844,QB202000,202307,20230614172911405,N,N,Z,QZA,MC,N,N,N,105289,K,Q01,N,20.0,23.0,Y,N,N,N,100.0,10002.76,373.0,3760533.78,76.71683673,1.277424933,75.38231353,1.300039696,0.0,3760533.78,784.0,2239,60146.0,168781.0,28.044444444444448
QB23700343,052370,011022,QB202000,202307,20230614175332110,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,22.0,8409.46,45.0,382618.0,61.71980676,0.162022542,64.70043,0.154558478,0.0,382618.0,621.0,2093,38328.0,135418.0,9.778472222222222
QB23700344,468015,170456,QB202100,202307,20230614180057686,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,200.0,4796.737,1100.0,5172450.7,14.42222222,0.069337442,54.24759615,0.018433997,0.0,5172450.7,45.0,832,649.0,45134.0,1.1666666666666667
QB23700345,052370,011022,QB202000,202307,20230614180324829,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,24.0,8691.96,44.0,392390.24,61.71980676,0.162022542,64.70043,0.154558478,0.0,392390.24,621.0,2093,38328.0,135418.0,9.778472222222222
QB23700350,132515,132515,QB202100,202307,20230614183044777,Y,A,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,40.0,4821.597,1005.0,4611116.99,73.03703704,1.34178499,54.24759615,1.806531661,0.0,4611116.99,27.0,832,1972.0,45134.0,28.177777777777777
QB23700351,052370,008906,QB202000,202307,20230614184239083,N,N,Z,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,7622.98,205.0,1725792.5,61.71980676,4.698653726,64.70043,4.482195868,0.0,1725792.5,621.0,2093,38328.0,135418.0,81.94583333333334
QB23700352,010080,010127,QB202000,202307,20230614184303668,N,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,25.0,11150.84,25.0,284421.0,55.01984127,0.25445366,75.38231353,0.185719957,0.0,284421.0,252.0,2239,13865.0,168781.0,13.807638888888889
QB23700354,010080,010127,QB202000,202307,20230614185100569,N,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,60.0,10975.69,259.0,2888572.67,55.01984127,0.25445366,75.38231353,0.185719957,0.0,2888572.67,252.0,2239,13865.0,168781.0,13.807638888888889
QB23700358,010080,010127,QB202000,202307,20230614194111779,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,9036.61,373.0,3415041.93,55.01984127,0.25445366,64.70043,0.216381869,0.0,3415041.93,252.0,2093,13865.0,135418.0,13.807638888888889
QB23700361,158167,158167,QB202100,202307,20230614200506246,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,F,20.0,23.0,N,N,N,N,20.0,4620.457,220.0,1008816.54,16.30769231,6.070754717,54.24759615,1.824965658,0.0,1008816.54,13.0,832,212.0,45134.0,29.054861111111112
QB23700364,A16858,008906,QB202000,202307,20230614211813148,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,10974.56,18.0,201610.08,63.70949721,0.188354963,75.38231353,0.159188534,0.0,201610.08,179.0,2239,11404.0,168781.0,11.890277777777778
QB23700365,A16858,008906,QB202000,202307,20230614213954198,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,19.0,10031.01,19.0,194883.19,63.70949721,0.188354963,75.38231353,0.159188534,0.0,194883.19,179.0,2239,11404.0,168781.0,11.890277777777778
QB23700366,010080,008906,QB202000,202307,20230614215929077,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,25.0,11443.51,45.0,512358.95,55.01984127,3.38059863,75.38231353,2.467422281,0.0,512358.95,252.0,2239,13865.0,168781.0,47.199999999999996
QB23700367,010080,008906,QB202000,202307,20230614220608362,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,10.0,9652.46,30.0,318275.8,55.01984127,3.76227912,75.38231353,2.746002216,0.0,318275.8,252.0,2239,13865.0,168781.0,68.20208333333333
QB23700368,039574,008071,QB202000,202307,20230614223247862,N,A,C,QSA,LC,Y,N,N,105237,N,Q01,N,20.0,21.0,N,N,N,N,60.0,8922.48,60.0,569248.8,50.40384615,3.967951164,64.70043,3.091169564,0.0,569248.8,52.0,2093,2621.0,135418.0,61.200694444444444
QB23700369,139839,139839,QB202000,202307,20230615081424572,N,N,Z,QZD,LC,Y,N,N,784573,N,N,N,20.0,23.0,N,N,N,N,200.0,4426.097,500.0,2252598.5,1.333333333,2.25,64.70043,0.046367543,0.0,2252598.5,3.0,2093,4.0,135418.0,2.7090277777777776
QB23700372,039574,008906,QB202000,202307,20230615082202502,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,50.0,12974.66,153.0,2021000.48,50.40384615,0.23807707,75.38231353,0.159188534,0.0,2021000.48,52.0,2239,2621.0,168781.0,11.90625
QB23700373,039574,008906,QB202000,202307,20230615082225068,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,24.0,11872.91,24.0,298509.84,50.40384615,0.23807707,75.38231353,0.159188534,0.0,298509.84,52.0,2239,2621.0,168781.0,11.90625
QB23700375,A16858,008906,QB202000,202307,20230615082310036,N,N,J,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,40.0,9449.06,70.0,677254.2,63.70949721,3.123553139,75.38231353,2.639876526,0.0,677254.2,179.0,2239,11404.0,168781.0,60.201388888888886
QB23700376,010080,008906,QB202000,202307,20230615082325595,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,50.0,12466.16,50.0,634608.0,55.01984127,0.218103137,75.38231353,0.159188534,0.0,634608.0,252.0,2239,13865.0,168781.0,11.911805555555555
QB23700377,068301,086141,QB202000,202307,20230615082406102,N,N,J,QZA,MC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,20.0,11515.83,20.0,234836.6,43.35051546,0.115338882,75.38231353,0.066328556,0.0,234836.6,97.0,2239,4205.0,168781.0,4.897222222222222
QB23700378,068301,086141,QB202000,202307,20230615082421233,N,N,J,QZA,MC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,18.0,11402.83,18.0,209318.94,43.35051546,0.115338882,75.38231353,0.066328556,0.0,209318.94,97.0,2239,4205.0,168781.0,4.897916666666666
QB23700380,068301,086141,QB202000,202307,20230615082501028,N,N,J,QZA,LC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,35.0,10573.41,35.0,377979.35,43.35051546,0.115338882,64.70043,0.077279239,0.0,377979.35,97.0,2093,4205.0,135418.0,4.897916666666666
QB23700381,068301,086141,QB202000,202307,20230615082546026,N,N,J,QZA,LC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,23.0,8872.76,23.0,209271.48,43.35051546,0.115338882,64.70043,0.077279239,0.0,209271.48,97.0,2093,4205.0,135418.0,4.898611111111111
QB23700382,052370,008906,QB202000,202307,20230615082602486,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,9493.13,20.0,194382.6,61.71980676,0.162022542,64.70043,0.154558478,0.0,194382.6,621.0,2093,38328.0,135418.0,9.783333333333333
QB23700383,052370,008906,QB202000,202307,20230615082617246,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,9990.33,20.0,204326.6,61.71980676,0.162022542,64.70043,0.154558478,0.0,204326.6,621.0,2093,38328.0,135418.0,9.783333333333333
QB23700385,039192,008906,QB202000,202307,20230615082705323,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,8786.88,25.0,233797.0,40.125,0.373831776,64.70043,0.231837717,0.0,233797.0,16.0,2093,642.0,135418.0,14.67986111111111
QB23700387,039574,008906,QB202000,202307,20230615082809321,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,23.0,7939.38,93.0,801190.34,50.40384615,0.23807707,64.70043,0.185470174,0.0,801190.34,52.0,2093,2621.0,135418.0,11.90625
QB23700389,039574,008906,QB202000,202307,20230615082840651,N,N,J,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,40.0,8690.83,40.0,370233.2,50.40384615,0.23807707,64.70043,0.185470174,0.0,370233.2,52.0,2093,2621.0,135418.0,11.90625
QB23700390,038802,038802,QB202500,202307,20230615082921111,N,A,Z,QZA,J0,N,N,N,E73005,N,Q01,N,20.0,21.0,N,N,N,N,38.535,4933.58,1913.512,9050658.6,176.4285714,0.498785425,59.58059211,1.476991028,7.0,9050658.6,14.0,608,2470.0,36225.0,18.353472222222223
QB23700391,010080,010127,QB202000,202307,20230615083006241,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,19.0,9036.61,56.0,502711.01,55.01984127,0.25445366,64.70043,0.216381869,0.0,502711.01,252.0,2093,13865.0,135418.0,13.807638888888889
QB23700392,039574,008906,QB202000,202307,20230615083018169,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,60.0,9029.83,60.0,575689.8,50.40384615,0.23807707,64.70043,0.185470174,0.0,575689.8,52.0,2093,2621.0,135418.0,11.90625
QB23700393,010080,008906,QB202000,202307,20230615085239712,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,22.0,9030.96,22.0,203653.12,55.01984127,3.562351244,75.38231353,2.600079393,0.0,203653.12,252.0,2239,13865.0,168781.0,56.67777777777778
QB23700395,052370,008906,QB202000,202307,20230615090111221,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,5.0,11952.01,5.0,60890.05,61.71980676,3.14323732,75.38231353,2.57354797,0.0,60890.05,621.0,2239,38328.0,168781.0,54.807638888888896
QB23700396,B08264,B08264,QB202100,202307,20230615090216410,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,200.0,4728.937,500.0,2385938.5,39.78443114,0.326760987,54.24759615,0.239641955,0.0,2385938.5,167.0,832,6644.0,45134.0,13.288194444444445
QB23700397,010080,010127,QB202000,202307,20230615090540348,N,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,140.0,10981.34,252.0,2794878.72,55.01984127,0.25445366,75.38231353,0.185719957,0.0,2794878.72,252.0,2239,13865.0,168781.0,13.807638888888889
QB23700398,052370,008906,QB202000,202307,20230615091037985,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,8905.53,55.0,484634.4,61.71980676,0.162022542,64.70043,0.154558478,0.0,484634.4,621.0,2093,38328.0,135418.0,9.783333333333333
QB23700399,010080,011022,QB202000,202307,20230615091041262,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,17.0,10579.06,17.0,183686.02,55.01984127,0.25445366,64.70043,0.216381869,0.0,183686.02,252.0,2093,13865.0,135418.0,13.807638888888889
QB23700400,010080,008906,QB202000,202307,20230615091045539,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,130.0,11053.66,155.0,1697779.8,55.01984127,0.218103137,75.38231353,0.159188534,0.0,1697779.8,252.0,2239,13865.0,168781.0,11.911805555555555
QB23700404,B08264,B08264,QB202100,202307,20230615093926895,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,100.0,4669.047,300.0,1428964.1,39.78443114,0.326760987,54.24759615,0.239641955,0.0,1428964.1,167.0,832,6644.0,45134.0,13.288194444444445
QB23700417,462231,127740,QB202100,202307,20230615110608050,Y,A,Z,QZA,L0,Y,N,N,784580,N,Q03,N,20.0,23.0,N,N,N,N,100.0,4457.737,1000.0,4513107.0,44.30769231,2.189236111,54.24759615,1.788097665,0.0,4513107.0,65.0,832,2880.0,45134.0,26.856944444444448
QB23700421,040130,040130,QB202100,202307,20230615112222193,Y,N,Z,QZA,M0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,300.0,5609.32,300.0,1706526.0,44.63636364,0.201629328,44.94050343,0.200264779,0.0,1706526.0,55.0,437,2455.0,19639.0,9.109722222222222
QB23700422,406589,406589,QB202300,202307,20230615112553947,N,N,B,QZA,Q0,Y,N,N,784667,N,N,N,20.0,23.0,N,N,N,N,40.0,22941.0001,40.0,920804.0,45.23809524,0.110526316,57.5952381,0.086812733,0.0,920804.0,21.0,126,950.0,7257.0,5.188888888888889
QB23700427,005565,005565,QB202100,202307,20230615120213918,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,100.0,4700.687,1000.0,4796737.0,60.15254237,4.804451958,54.24759615,5.327425001,0.0,4796737.0,59.0,832,3549.0,45134.0,81.26458333333333
QB23700431,042274,038489,QB202000,202307,20230615130307753,N,N,J,QZA,MC,N,N,N,105289,N,Q01,N,20.0,23.0,N,N,N,N,22.0,11364.41,44.0,510972.44,76.71683673,1.459914209,75.38231353,1.485759653,0.0,510972.44,784.0,2239,60146.0,168781.0,41.86388888888889
QB23700433,042274,038489,QB202000,202307,20230615132247340,N,N,J,QZA,MC,N,N,N,105289,N,Q01,N,20.0,23.0,N,N,N,N,22.0,10415.21,22.0,230874.82,76.71683673,1.420809364,75.38231353,1.445962519,0.0,230874.82,784.0,2239,60146.0,168781.0,38.81805555555555
QB23700434,A16858,008388,QB202000,202307,20230615132318834,Y,N,Z,QZD,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,20.0,5526.83,82.0,472229.26,63.70949721,0.20405121,64.70043,0.200926022,0.0,472229.26,179.0,2093,11404.0,135418.0,12.864583333333334
QB23700438,073403,003516,QB202300,202307,20230615135635606,Y,N,Z,QZA,S0,N,N,N,784665,N,N,N,20.0,23.0,N,N,N,N,60.0,5355.07,60.0,326050.2,39,2.282051282,43.39791667,2.050789688,0.0,326050.2,12.0,480,468.0,20831.0,18.768055555555556
QB23700439,316890,351105,QB202100,202307,20230615140109045,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,50.0,4819.337,500.0,2398368.5,29.02173913,6.856928839,54.24759615,3.668365312,0.0,2398368.5,46.0,832,1335.0,45134.0,60.518750000000004
QB23700442,010080,011022,QB202000,202307,20230615140532318,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,19.0,8465.96,19.0,165147.24,55.01984127,0.25445366,64.70043,0.216381869,0.0,165147.24,252.0,2093,13865.0,135418.0,13.807638888888889
QB23700444,008981,008981,QB202100,202307,20230615141130200,Y,A,B,QZA,M0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,5609.32,25.0,142210.5,30.43478261,0,44.94050343,0,0.0,142210.5,115.0,437,3500.0,19639.0,0.26319444444444445
QB23700445,052370,011022,QB202000,202307,20230615141321405,N,N,J,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,25.0,10391.48,205.0,2193533.4,61.71980676,0.162022542,75.38231353,0.132657112,0.0,2193533.4,621.0,2239,38328.0,168781.0,9.783333333333333
QB23700448,476643,476643,QB202300,202307,20230615145709326,Y,N,Z,QZA,S0,N,N,N,784665,N,N,N,20.0,23.0,N,N,N,N,500.0,5011.55,560.0,2863646.0,44.93162393,0.333840593,43.39791667,0.345638712,0.0,2863646.0,117.0,480,5257.0,20831.0,14.647222222222224
QB23700449,039420,039420,QB202100,202307,20230615150400117,Y,N,Z,QZA,M0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,50.0,5312.13,450.0,2383113.5,3.5,0.857142857,44.94050343,0.066754926,0.0,2383113.5,4.0,437,14.0,19639.0,3.2597222222222224
QB23700450,008981,008981,QB202100,202307,20230615150903259,Y,A,Z,QZA,M0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,5378.8,100.0,535902.5,30.43478261,0,44.94050343,0,0.0,535902.5,115.0,437,3500.0,19639.0,0.26319444444444445
QB23700470,059848,129894,QB202100,202307,20230615160304561,Y,N,Z,QZA,X0,Y,N,N,784589,N,N,N,20.0,23.0,N,Y,N,N,70.0,4027.3991,2003.0,8349007.5,13.6,1.029411765,66.61853448,0.210151726,0.0,8349007.5,5.0,1856,68.0,123644.0,14.286111111111111
QB23700479,050976,008906,QB202000,202307,20230615161903816,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,20.0,7206.01,98.0,697657.48,19.55681818,0.409064497,66.61853448,0.120086701,0.0,697657.48,176.0,1856,3442.0,123644.0,8.206249999999999
QB23700483,009436,406270,QB202000,202307,20230615162051827,N,N,Z,QZD,LC,N,N,N,105209,N,N,N,20.0,23.0,N,N,N,N,50.0,4426.097,479.0,2222873.96,1.333333333,0,64.70043,0,0.0,2222873.96,6.0,2093,8.0,135418.0,-0.11805555555555557
QB23700484,917003,078684,QB202000,202307,20230615162154299,Y,N,Z,QZA,MC,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,30.0,4910.98,140.0,698611.2,127.8280255,0.790124072,75.38231353,1.33983683,0.0,698611.2,314.0,2239,40138.0,168781.0,30.679166666666664
QB23700486,050976,008906,QB202000,202307,20230615162547230,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,30.0,7217.31,30.0,216519.3,19.55681818,0.409064497,66.61853448,0.120086701,0.0,216519.3,176.0,1856,3442.0,123644.0,8.206249999999999
QB23700488,468015,170456,QB202100,202307,20230615163652510,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,200.0,4796.737,1000.0,4655487.0,14.42222222,0,54.24759615,0,0.0,4655487.0,45.0,832,649.0,45134.0,0.5208333333333334
QB23700490,050976,008906,QB202000,202307,20230615164209620,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,18.0,7607.16,233.0,1730149.78,19.55681818,0.409064497,66.61853448,0.120086701,0.0,1730149.78,176.0,1856,3442.0,123644.0,8.206249999999999
QB23700491,050976,008906,QB202000,202307,20230615164514352,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,25.0,7217.31,47.0,336727.57,19.55681818,0.409064497,66.61853448,0.120086701,0.0,336727.57,176.0,1856,3442.0,123644.0,8.206249999999999
QB23700494,917003,078684,QB202000,202307,20230615164815038,Y,N,Z,QZA,MC,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,40.0,5156.19,212.0,1118254.78,127.8280255,0.790124072,75.38231353,1.33983683,0.0,1118254.78,314.0,2239,40138.0,168781.0,30.679861111111112
QB23700497,160612,160612,QB202100,202307,20230615170456808,N,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,100.0,4954.937,200.0,1006807.4,24.66666667,8.310810811,54.24759615,3.778969291,0.0,1006807.4,6.0,832,148.0,45134.0,66.01458333333333
QB23700503,032241,003874,QB202000,202307,20230615191535134,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,18.0,6859.1,18.0,124887.6,52.91044776,0.264598025,66.61853448,0.210151726,0.0,124887.6,67.0,1856,3545.0,123644.0,14.00625
QB23700506,041032,007565,QB202100,202307,20230615195226430,Y,N,B,QZA,L0,Y,N,N,784629,N,N,N,20.0,23.0,N,N,N,N,40.0,7487.38,80.0,600798.4,21.5,4.511627907,54.24759615,1.788097665,0.0,600798.4,4.0,832,86.0,45134.0,26.663194444444443
QB23700507,052370,011022,QB202000,202307,20230615195419350,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,34.0,9053.56,126.0,1146127.36,61.71980676,0.145820288,64.70043,0.13910263,0.0,1146127.36,621.0,2093,38328.0,135418.0,8.840277777777777
QB23700508,A16858,008906,QB202000,202307,20230615202253976,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,30.0,7194.71,30.0,222621.3,63.70949721,0.172658716,66.61853448,0.165119213,0.0,222621.3,179.0,1856,11404.0,123644.0,11.06875
QB23700509,A16858,008906,QB202000,202307,20230615202732852,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8782.36,20.0,180167.2,63.70949721,0.172658716,66.61853448,0.165119213,0.0,180167.2,179.0,1856,11404.0,123644.0,11.06875
QB23700510,A16858,003874,QB202000,202307,20230615204431623,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,18.0,6783.39,41.0,293882.49,63.70949721,0.20405121,66.61853448,0.195140888,0.0,293882.49,179.0,1856,11404.0,123644.0,12.864583333333334
QB23700511,A16858,003874,QB202000,202307,20230615204838277,N,N,B,QZA,X0,N,N,N,782436,N,Q01,N,20.0,23.0,N,N,N,N,120.0,7450.09,120.0,921130.8,63.70949721,0.20405121,66.61853448,0.195140888,0.0,921130.8,179.0,1856,11404.0,123644.0,12.864583333333334
QB23700512,052370,003874,QB202000,202307,20230615205356556,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,70.0,7370.99,70.0,531789.3,61.71980676,0.145820288,66.61853448,0.135097538,0.0,531789.3,621.0,1856,38328.0,123644.0,8.840277777777777
QB23700513,052370,008906,QB202000,202307,20230615205404048,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,7488.51,490.0,3827089.65,61.71980676,0.145820288,66.61853448,0.135097538,0.0,3827089.65,621.0,1856,38328.0,123644.0,8.961805555555555
QB23700514,052370,003874,QB202000,202307,20230615205555634,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,20.0,7201.49,20.0,148549.8,61.71980676,0.145820288,66.61853448,0.135097538,0.0,148549.8,621.0,1856,38328.0,123644.0,8.840277777777777
QB23700515,052370,003874,QB202000,202307,20230615205714438,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,20.0,6402.58,20.0,132571.6,61.71980676,0.145820288,66.61853448,0.135097538,0.0,132571.6,621.0,1856,38328.0,123644.0,8.840277777777777
QB23700518,010080,003874,QB202000,202307,20230615210357622,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,58.0,7178.89,58.0,429483.62,55.01984127,0.236278399,66.61853448,0.195140888,0.0,429483.62,252.0,1856,13865.0,123644.0,12.864583333333334
QB23700519,010080,003874,QB202000,202307,20230615211125235,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,38.0,7348.39,38.0,287826.82,55.01984127,0.236278399,66.61853448,0.195140888,0.0,287826.82,252.0,1856,13865.0,123644.0,12.864583333333334
