订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
QB23700520,010080,003874,QB202000,202307,20230615211820257,N,N,B,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,40.0,7495.29,129.0,1000961.91,55.01984127,0.236278399,66.61853448,0.195140888,0.0,1000961.91,252.0,1856,13865.0,123644.0,12.864583333333334
QB23700526,052370,008906,QB202000,202307,20230615213644563,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,8386.86,521.0,4226270.06,61.71980676,0.145820288,66.61853448,0.135097538,0.0,4226270.06,621.0,1856,38328.0,123644.0,8.961805555555555
QB23700527,010080,008906,QB202000,202307,20230615214353134,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,175.0,8725.86,245.0,2202697.7,55.01984127,0.199927876,66.61853448,0.165119213,0.0,2202697.7,252.0,1856,13865.0,123644.0,10.96875
QB23700528,010080,008906,QB202000,202307,20230615215147714,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,35.0,10070.56,35.0,360379.6,55.01984127,0.199927876,66.61853448,0.165119213,0.0,360379.6,252.0,1856,13865.0,123644.0,10.96875
QB23700529,010080,008906,QB202000,202307,20230615215427749,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,25.0,8296.46,25.0,213061.5,55.01984127,0.199927876,66.61853448,0.165119213,0.0,213061.5,252.0,1856,13865.0,123644.0,10.96875
QB23700530,010080,008906,QB202000,202307,20230615215717107,N,N,Z,QZA,X0,Y,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,20.0,7047.81,20.0,145476.2,55.01984127,1.853876668,66.61853448,1.531105432,0.0,145476.2,252.0,1856,13865.0,123644.0,31.85972222222222
QB23700538,052370,011022,QB202000,202307,20230616082042411,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,5.0,9946.26,5.0,50861.3,61.71980676,0.145820288,64.70043,0.13910263,0.0,50861.3,621.0,2093,38328.0,135418.0,8.840277777777777
QB23700540,277712,277712,QB202000,202307,20230616082135981,N,N,Z,QZD,LC,Y,N,N,784573,N,N,N,20.0,23.0,N,N,N,N,100.0,4459.997,1000.0,4539097.0,12.63636364,22.8705036,64.70043,4.46674002,0.0,4539097.0,11.0,2093,139.0,135418.0,80.92013888888889
QB23700544,010080,003874,QB202000,202307,20230616091545848,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,22.0,7868.19,22.0,178072.18,55.01984127,0.236278399,66.61853448,0.195140888,0.0,178072.18,252.0,1856,13865.0,123644.0,12.864583333333334
QB23700545,010080,010127,QB202000,202307,20230616091707872,N,N,J,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,20.0,10862.69,20.0,221773.8,55.01984127,0.236278399,75.38231353,0.172454245,0.0,221773.8,252.0,2239,13865.0,168781.0,12.864583333333334
QB23700552,068301,086141,QB202000,202307,20230616094707669,N,N,J,QZA,MC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,16.0,11173.44,16.0,182391.04,43.35051546,0.092271106,75.38231353,0.053062845,0.0,182391.04,97.0,2239,4205.0,168781.0,3.9562500000000003
QB23700553,048121,048121,QB202300,202307,20230616094822237,N,N,B,QZA,Q0,N,N,N,784667,N,N,F,20.0,23.0,N,N,N,N,30.0,24273.5,30.0,730578.0,10.42857143,0.095890411,57.5952381,0.017362547,0.0,730578.0,14.0,126,146.0,7257.0,0.9
QB23700557,007098,A17080,QB202000,202307,20230616095949014,Y,N,B,QZA,X0,N,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,40.0,6915.6,290.0,2010948.0,95.79104478,0.031318168,66.61853448,0.045032513,0.0,2010948.0,67.0,1856,6418.0,123644.0,2.827083333333333
QB23700560,008906,008906,QB202000,202307,20230616101448823,N,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,7826.38,80.0,653738.9,84.61266874,1.02821482,64.70043,1.34465876,0.0,653738.9,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700563,008906,008906,QB202000,202307,20230616102406645,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,10.0,9594.83,373.0,3420490.79,84.61266874,1.040033382,64.70043,1.360114608,0.0,3420490.79,963.0,2093,81482.0,135418.0,17.781944444444445
QB23700565,008906,008906,QB202000,202307,20230616102751914,N,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,10.0,7961.98,10.0,81879.8,84.61266874,1.02821482,64.70043,1.34465876,0.0,81879.8,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700567,008906,008906,QB202000,202307,20230616104052809,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,8459.18,133.0,1134517.74,84.61266874,1.02821482,64.70043,1.34465876,0.0,1134517.74,963.0,2093,81482.0,135418.0,16.67013888888889
QB23700568,008906,008071,QB202000,202307,20230616104103941,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,27.0,8165.38,50.0,439061.5,84.61266874,1.02821482,64.70043,1.34465876,0.0,439061.5,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700577,008906,008906,QB202000,202307,20230616105656838,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,10.0,9628.73,10.0,98547.3,84.61266874,1.02821482,64.70043,1.34465876,0.0,98547.3,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700580,189127,205715,QB202100,202307,20230616105838209,Y,A,C,QZA,N0,Y,N,N,E80347,N,N,N,20.0,22.0,N,N,N,N,300.0,5782.21,300.0,1758393.0,37.5,0.32,54.82336182,0.218884789,0.0,1758393.0,12.0,351,450.0,19243.0,11.886805555555556
QB23700582,079217,079217,QB202100,202307,20230616110033001,Y,N,C,QZA,N0,Y,N,N,E80347,N,Q03,N,20.0,22.0,N,Y,N,N,20.0,5634.18,20.0,114265.6,98.70422535,0.911815068,54.82336182,1.64163592,0.0,114265.6,71.0,351,7008.0,19243.0,19.62986111111111
QB23700585,008906,008071,QB202000,202307,20230616110442473,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,9012.88,53.0,493615.64,84.61266874,1.02821482,64.70043,1.34465876,0.0,493615.64,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700586,008906,008906,QB202000,202307,20230616110446160,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,8459.18,40.0,347407.2,84.61266874,1.02821482,64.70043,1.34465876,0.0,347407.2,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700587,008906,008906,QB202000,202307,20230616110448695,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,13.0,8436.58,13.0,112613.54,84.61266874,1.02821482,64.70043,1.34465876,0.0,112613.54,963.0,2093,81482.0,135418.0,16.51111111111111
QB23700588,009022,008906,QB202000,202307,20230616111023075,Y,N,J,QZA,MC,N,N,N,105237,N,Q01,N,10.0,11.0,N,N,N,N,100.0,9053.56,300.0,2842345.5,36.09722222,0.332435552,75.38231353,0.159188534,0.0,2842345.5,72.0,2239,2599.0,168781.0,11.893749999999999
QB23700589,008906,008071,QB202000,202307,20230616111029761,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,5.0,9923.66,5.0,50748.3,84.61266874,1.02821482,75.38231353,1.154116873,0.0,50748.3,963.0,2239,81482.0,168781.0,16.51111111111111
QB23700590,497124,497124,QB202100,202307,20230616111117989,N,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,50.0,4570.737,900.0,4075808.3,29.5,9.796610169,54.24759615,5.327425001,0.0,4075808.3,16.0,832,472.0,45134.0,80.86597222222223
QB23700591,009022,008906,QB202000,202307,20230616111223465,Y,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,11957.66,25.0,304591.5,36.09722222,0.332435552,75.38231353,0.159188534,0.0,304591.5,72.0,2239,2599.0,168781.0,11.893749999999999
QB23700592,008906,008906,QB202000,202307,20230616111225574,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,85.0,11053.66,85.0,958771.1,84.61266874,1.02821482,75.38231353,1.154116873,0.0,958771.1,963.0,2239,81482.0,168781.0,16.51111111111111
QB23700594,008906,008071,QB202000,202307,20230616111543104,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,35.0,12319.26,35.0,439084.1,84.61266874,1.02821482,75.38231353,1.154116873,0.0,439084.1,963.0,2239,81482.0,168781.0,16.51111111111111
QB23700595,009022,008906,QB202000,202307,20230616111706839,Y,N,J,QZA,MC,N,N,N,105237,N,Q01,N,10.0,11.0,N,N,N,N,120.0,8409.46,120.0,1036255.2,36.09722222,0.332435552,75.38231353,0.159188534,0.0,1036255.2,72.0,2239,2599.0,168781.0,11.893749999999999
QB23700596,008906,008906,QB202000,202307,20230616112039538,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,80.0,11166.66,80.0,911412.8,84.61266874,1.02821482,75.38231353,1.154116873,0.0,911412.8,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700597,386929,170089,QB202100,202307,20230616112114029,Y,N,B,QZA,N0,Y,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,29.0,10133.84,60.0,581249.4,59.4,1.734006734,54.82336182,1.878761108,0.0,581249.4,10.0,351,594.0,19243.0,32.73611111111111
QB23700598,008906,008906,QB202000,202307,20230616112220012,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,10692.06,36.0,393050.16,84.61266874,1.02821482,75.38231353,1.154116873,0.0,393050.16,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700602,007985,004822,QB202100,202307,20230616113243047,Y,N,B,QZA,N0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,8649.02,125.0,1091015.0,37.5,2.32,54.82336182,1.586914722,0.0,1091015.0,6.0,351,225.0,19243.0,16.556944444444444
QB23700604,008906,008906,QB202000,202307,20230616120903219,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,22.0,10692.06,76.0,835874.56,84.61266874,1.02821482,75.38231353,1.154116873,0.0,835874.56,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700605,008906,008071,QB202000,202307,20230616123018216,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,10827.66,135.0,1479362.1,84.61266874,1.02821482,75.38231353,1.154116873,0.0,1479362.1,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700606,008906,008071,QB202000,202307,20230616123449883,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,115.0,10918.06,115.0,1281566.9,84.61266874,1.02821482,75.38231353,1.154116873,0.0,1281566.9,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700607,008906,008906,QB202000,202307,20230616123452363,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,11528.26,46.0,571431.96,84.61266874,1.02821482,75.38231353,1.154116873,0.0,571431.96,963.0,2239,81482.0,168781.0,16.510416666666668
QB23700608,008906,008906,QB202000,202307,20230616123456214,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,60.0,12522.66,60.0,764919.6,84.61266874,1.02821482,75.38231353,1.154116873,0.0,764919.6,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700609,008906,008906,QB202000,202307,20230616123458549,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,11471.76,36.0,431899.56,84.61266874,1.02821482,75.38231353,1.154116873,0.0,431899.56,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700610,008906,008906,QB202000,202307,20230616123502319,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,22.0,11471.76,225.0,2662856.3,84.61266874,1.02821482,75.38231353,1.154116873,0.0,2662856.3,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700612,008906,008906,QB202000,202307,20230616124528185,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,25.0,10692.06,55.0,600493.3,84.61266874,1.02821482,75.38231353,1.154116873,0.0,600493.3,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700613,008906,008906,QB202000,202307,20230616124555317,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,45.0,12601.76,322.0,4105746.52,84.61266874,1.02821482,75.38231353,1.154116873,0.0,4105746.52,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700615,008906,008071,QB202000,202307,20230616124810374,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,80.0,10805.06,80.0,882484.8,84.61266874,1.02821482,75.38231353,1.154116873,0.0,882484.8,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700619,068301,003874,QB202000,202307,20230616125742375,N,N,B,QZA,X0,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,19.0,8167.64,38.0,317884.82,43.35051546,0.092271106,66.61853448,0.06004335,0.0,317884.82,97.0,1856,4205.0,123644.0,3.9562500000000003
QB23700620,008906,008906,QB202000,202307,20230616125946777,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,11528.26,18.0,211576.68,84.61266874,1.02821482,75.38231353,1.154116873,0.0,211576.68,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700622,008906,008906,QB202000,202307,20230616130624527,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,13.0,10827.66,13.0,143697.58,84.61266874,1.02821482,75.38231353,1.154116873,0.0,143697.58,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700623,462231,562663,QB202100,202307,20230616130633491,N,A,Z,QZA,L0,Y,N,N,784580,N,Q03,N,20.0,23.0,N,N,N,N,340.0,4472.427,880.0,4052577.76,44.30769231,2.595486111,54.24759615,2.119909603,0.0,4052577.76,65.0,832,2880.0,45134.0,44.848611111111104
QB23700625,008981,008981,QB202100,202307,20230616132552969,Y,A,B,QZA,N0,Y,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,6287.32,100.0,615454.5,30.43478261,0.164285714,54.82336182,0.091201996,0.0,615454.5,115.0,351,3500.0,19243.0,4.940972222222222
QB23700628,040130,040130,QB202100,202307,20230616133551649,Y,N,Z,QZA,M0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,100.0,5326.82,550.0,2981731.0,44.63636364,0.201629328,44.94050343,0.200264779,0.0,2981731.0,55.0,437,2455.0,19639.0,8.768749999999999
QB23700632,020664,152675,QB202100,202307,20230616135234587,Y,N,Z,QZA,L0,Y,N,N,784580,N,Q03,N,20.0,23.0,N,N,N,N,50.0,4854.367,433.0,2054096.71,21.76699029,4.410347904,54.24759615,1.769663668,0.0,2054096.71,103.0,832,2242.0,45134.0,25.639583333333334
QB23700633,489385,489385,QB202100,202307,20230616141121820,N,A,Z,QZA,L0,Y,N,Y,784580,N,N,N,20.0,23.0,N,N,N,N,50.0,4722.157,700.0,3211719.9,11.09090909,7.93442623,54.24759615,1.622191696,0.0,3211719.9,11.0,832,122.0,45134.0,17.764583333333334
QB23700634,020664,B07982,QB202100,202307,20230616141141734,Y,N,B,QZA,N0,Y,N,N,E80347,N,Q03,N,20.0,23.0,N,Y,N,N,75.0,6610.5,75.0,501720.0,21.76699029,4.180642284,54.82336182,1.659876319,0.0,501720.0,103.0,351,2242.0,19243.0,20.940277777777776
QB23700637,007098,A17080,QB202000,202307,20230616142605765,Y,N,Z,QZA,X0,N,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,44.0,6334.78,384.0,2481574.92,95.79104478,0.031318168,66.61853448,0.045032513,0.0,2481574.92,67.0,1856,6418.0,123644.0,2.8284722222222225
QB23700640,079217,079217,QB202100,202307,20230616143836511,Y,N,C,QZA,N0,Y,N,N,E80347,N,Q03,N,20.0,22.0,N,Y,N,N,150.0,5669.21,150.0,862246.5,98.70422535,0.90168379,54.82336182,1.62339552,0.0,862246.5,71.0,351,7008.0,19243.0,18.66111111111111
QB23700642,007098,007098,QB202000,202307,20230616144018600,Y,N,B,QZD,X0,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,25.0,7124.65,25.0,180093.75,95.79104478,2.035680897,66.61853448,2.927113325,0.0,180093.75,67.0,1856,6418.0,123644.0,55.55555555555555
QB23700643,007098,229072,QB202000,202307,20230616144331524,Y,N,Z,QZA,X0,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,21.0,4362.93,21.0,93282.63,95.79104478,0.031318168,66.61853448,0.045032513,0.0,93282.63,67.0,1856,6418.0,123644.0,2.8284722222222225
QB23700645,489385,489385,QB202100,202307,20230616144933252,N,A,Z,QZA,L0,Y,N,Y,784580,N,N,N,20.0,23.0,N,N,N,N,100.0,4518.757,100.0,459785.7,11.09090909,1.172131148,54.24759615,0.239641955,0.0,459785.7,11.0,832,122.0,45134.0,13.119444444444445
QB23700646,007098,229072,QB202000,202307,20230616145035901,Y,N,Z,QZA,X0,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,21.0,4353.89,21.0,93092.79,95.79104478,0.031318168,66.61853448,0.045032513,0.0,93092.79,67.0,1856,6418.0,123644.0,2.829166666666667
QB23700648,020664,152675,QB202100,202307,20230616150141161,Y,N,Z,QZA,L0,Y,N,N,784580,N,Q03,N,20.0,23.0,N,N,N,N,22.0,4641.927,341.0,1566399.11,21.76699029,0.643175736,54.24759615,0.258075952,0.0,1566399.11,103.0,832,2242.0,45134.0,13.864583333333334
QB23700649,497124,497124,QB202100,202307,20230616151238192,Y,A,Z,QZA,X0,Y,N,N,784544,N,N,N,20.0,23.0,N,N,N,N,50.0,4203.6,500.0,2075245.0,29.5,0.406779661,66.61853448,0.180130051,0.0,2075245.0,16.0,1856,472.0,123644.0,11.828472222222222
QB23700650,A17242,009288,QB202100,202307,20230616151403738,Y,N,Z,QZA,M0,Y,N,N,784666,N,N,N,20.0,23.0,N,N,N,N,40.0,5336.99,66.0,357461.94,74.06382979,0.162022407,44.94050343,0.267019706,0.0,357461.94,47.0,437,3481.0,19639.0,11.745138888888889
QB23700652,A17242,009288,QB202100,202307,20230616151741152,Y,N,Z,QZA,M0,Y,N,N,784666,N,N,N,20.0,23.0,N,N,N,N,24.0,5416.09,210.0,1129242.9,74.06382979,0.162022407,44.94050343,0.267019706,0.0,1129242.9,47.0,437,3481.0,19639.0,11.745138888888889
QB23700654,497124,497124,QB202100,202307,20230616152044565,Y,A,Z,QZA,X0,Y,N,N,784544,N,N,N,20.0,23.0,N,N,N,N,100.0,4181.0,130.0,550423.0,29.5,0.406779661,66.61853448,0.180130051,0.0,550423.0,16.0,1856,472.0,123644.0,11.828472222222222
QB23700658,562810,562810,QB202100,202307,20230616152230292,Y,N,Z,QZA,X0,Y,N,N,784589,N,N,N,20.0,23.0,N,N,N,N,100.0,4140.3991,100.0,421949.91,13,1,66.61853448,0.195140888,0.0,421949.91,1.0,1856,13.0,123644.0,12.71111111111111
QB23700659,917003,197527,QB202300,202307,20230616152333740,Y,N,M,QZA,ML,Y,N,N,784667,N,Q03,N,20.0,23.0,N,N,N,N,100.0,5176.53,500.0,2627815.0,127.8280255,0.023469032,101.2702703,0.029623699,0.0,2627815.0,314.0,185,40138.0,18735.0,2.772222222222222
QB23700665,007098,007098,QB202000,202307,20230616153125136,Y,N,B,QZD,LC,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,20.0,4770.747,40.0,194219.88,95.79104478,1.096135868,64.70043,1.622864021,0.0,194219.88,67.0,2093,6418.0,135418.0,34.59027777777778
QB23700667,917003,090324,QB202000,202307,20230616153201655,Y,A,Z,QZA,X0,Y,N,N,783412,N,Q03,N,20.0,23.0,N,N,N,N,90.0,4319.99,380.0,1681485.2,127.8280255,0.101699138,66.61853448,0.195140888,0.0,1681485.2,314.0,1856,40138.0,123644.0,12.720833333333333
QB23700669,A17242,121983,QB202000,202307,20230616153308081,N,N,Z,QZD,LC,Y,N,N,105209,N,N,N,20.0,23.0,N,N,N,Y,25.0,4685.997,600.0,2744645.7,74.06382979,1.174662453,64.70043,1.34465876,0.0,2744645.7,47.0,2093,3481.0,135418.0,16.829166666666666
QB23700676,053432,289933,QB202100,202307,20230616154114503,Y,N,Z,QZA,X0,Y,N,N,784589,N,Q03,N,20.0,23.0,N,Y,N,N,21.0,4174.3,63.0,264167.4,44.17518248,0.316920026,66.61853448,0.210151726,0.0,264167.4,137.0,1856,6052.0,123644.0,13.576388888888888
QB23700679,234594,142868,QB202100,202307,20230616154321342,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,F,20.0,23.0,N,N,N,N,180.0,4514.237,450.0,2067001.65,14.75409836,0.881111111,54.24759615,0.239641955,0.0,2067001.65,61.0,832,900.0,45134.0,12.666666666666666
QB23700682,234594,142868,QB202100,202307,20230616155313457,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,F,20.0,23.0,N,N,N,N,51.0,4531.187,651.0,3001296.84,14.75409836,0.881111111,54.24759615,0.239641955,0.0,3001296.84,61.0,832,900.0,45134.0,12.666666666666666
QB23700686,009022,008906,QB202000,202307,20230616160050835,Y,N,J,QZA,LC,N,N,N,105237,N,Q01,N,10.0,11.0,N,N,N,N,22.0,7888.53,22.0,178519.66,36.09722222,0.332435552,64.70043,0.185470174,0.0,178519.66,72.0,2093,2599.0,135418.0,11.893749999999999
QB23700691,010019,010019,QB202000,202307,20230616161056402,N,N,J,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,13.0,8820.78,785.0,6890649.6,98.77419355,1.042782495,64.70043,1.591952325,0.0,6890649.6,310.0,2093,30620.0,135418.0,32.64930555555556
QB23700699,A02146,088318,QB202000,202307,20230616162713513,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,41.0,9534.94,111.0,1121093.34,53.02941176,0.245146977,64.70043,0.200926022,0.0,1121093.34,68.0,2093,3606.0,135418.0,12.795833333333334
QB23700700,032610,010019,QB202000,202307,20230616162717717,N,N,J,QZA,LC,N,N,N,784034,N,N,N,20.0,23.0,N,N,N,N,110.0,8823.04,186.0,1634316.74,46.5625,2.212080537,64.70043,1.591952325,0.0,1634316.74,64.0,2093,2980.0,135418.0,32.90625
QB23700701,008906,008071,QB202000,202307,20230616162724172,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,12641.31,195.0,2505057.45,84.61266874,1.02821482,75.38231353,1.154116873,0.0,2505057.45,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700702,008906,008906,QB202000,202307,20230616162729767,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,25.0,12641.31,56.0,720897.06,84.61266874,1.02821482,75.38231353,1.154116873,0.0,720897.06,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700703,008906,008906,QB202000,202307,20230616162734469,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,12070.66,40.0,468995.2,84.61266874,1.02821482,75.38231353,1.154116873,0.0,468995.2,963.0,2239,81482.0,168781.0,16.509722222222223
QB23700704,A02146,088318,QB202000,202307,20230616162738993,N,N,J,QZA,MC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,100.0,10302.21,190.0,1972448.9,53.02941176,0.245146977,75.38231353,0.172454245,0.0,1972448.9,68.0,2239,3606.0,168781.0,12.795833333333334
QB23700705,008217,A04786,QB202000,202307,20230616162933275,N,N,Z,QZD,LC,Y,N,N,784573,N,N,N,20.0,23.0,N,N,N,N,60.0,4459.997,1000.0,4516158.0,69.71875,4.087852981,64.70043,4.404916629,0.0,4516158.0,32.0,2093,2231.0,135418.0,76.80347222222223
QB23700706,043898,043898,QB202000,202307,20230616163014352,N,N,Z,QZD,LC,Y,N,N,784573,N,N,N,20.0,23.0,N,N,N,N,200.0,4459.997,1500.0,6775875.5,61.47619048,4.652207591,64.70043,4.420372476,0.0,6775875.5,21.0,2093,1291.0,135418.0,78.12291666666667
QB23700707,234594,142868,QB202100,202307,20230616163046283,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,F,20.0,23.0,N,N,N,N,34.0,4457.737,68.0,308504.92,14.75409836,0.881111111,54.24759615,0.239641955,0.0,308504.92,61.0,832,900.0,45134.0,12.666666666666666
QB23700714,462231,039388,QB202100,202307,20230616163912061,N,A,Z,QZA,L0,Y,N,N,784580,N,Q03,N,20.0,23.0,N,N,N,Y,80.0,4838.547,200.0,983529.4,44.30769231,4.694444444,54.24759615,3.834271281,0.0,983529.4,65.0,832,2880.0,45134.0,68.69027777777778
QB23700716,234594,142868,QB202100,202307,20230616164154842,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,F,20.0,23.0,N,N,N,N,90.0,4550.397,90.0,416654.73,14.75409836,0.881111111,54.24759615,0.239641955,0.0,416654.73,61.0,832,900.0,45134.0,12.666666666666666
QB23700718,008363,008363,QB202300,202307,20230616164306686,Y,N,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,23.0,N,N,N,N,100.0,6674.91,100.0,675401.0,36.57920792,2.487752064,67.4570185,1.349007146,0.0,675401.0,202.0,919,7389.0,61993.0,20.884027777777778
QB23700719,075969,075969,QB202300,202307,20230616164346310,Y,N,Z,QZA,O0,Y,N,N,YX4316,N,Q01,F,20.0,23.0,N,N,N,N,112.0,6569.82,112.0,744679.04,92.6969697,1.089571755,67.4570185,1.497249689,0.0,744679.04,66.0,919,6118.0,61993.0,30.869444444444444
QB23700720,075969,075969,QB202300,202307,20230616164417585,Y,N,Z,QZA,O0,Y,N,N,YX4316,N,Q01,F,20.0,23.0,N,N,N,N,70.0,6302.01,470.0,3017201.7,92.6969697,1.240601504,67.4570185,1.70478925,0.0,3017201.7,66.0,919,6118.0,61993.0,44.870138888888896
